# VELOCITY:     BLOCK_AVE_POFV	PROG_AVE_POFV:        ERROR:
     2.35702   0.0659444   0.0660338  0.00340807
     2.54558   0.0544676   0.0704868  0.00395559
     2.73415   0.0612593   0.0642137   0.0032278
     2.92271   0.0676667   0.0523953   0.0026731
     3.11127    0.057162    0.055854  0.00238226
     3.29983   0.0378889   0.0457603  0.00239801
     3.48839   0.0356944    0.030057  0.00195412
     3.67696   0.0234676   0.0240801  0.00198609
     3.86552   0.0265972   0.0214256  0.00225825
     4.05408   0.0137315   0.0196036  0.00165727
     4.24264   0.0177176   0.0138992  0.00156632
      4.4312  0.00976852  0.00886788  0.00141471
     4.61976  0.00662963  0.00863462  0.00163476
     4.80833   0.0041713  0.00559651  0.00117409
     4.99689   0.0026713  0.00242058  0.00075166
     5.18545  0.00275463  0.00234046 0.000639629
     5.37401  0.00122222  0.00153526 0.000337703
     5.56257  0.00398148  0.00194017 0.000567202
   0.0942809 5.09259e-05 0.000329696 0.000122329
    0.282843  0.00187963  0.00385516  0.00126852
    0.471405  0.00602778   0.0105734  0.00141574
    0.659966    0.019213   0.0251941  0.00262464
    0.848528   0.0321296    0.028536  0.00283645
     1.03709   0.0452778    0.040997  0.00314628
     1.22565   0.0427778    0.048921   0.0043775
     1.41421   0.0692176    0.061626  0.00287702
     1.60278   0.0807963   0.0628204  0.00289769
     1.79134   0.0839074   0.0702903  0.00326625
      1.9799   0.0853657    0.077502  0.00444037
     2.16846   0.0732593   0.0730311  0.00219267
     2.35702   0.0585972   0.0655026  0.00320576
     2.54558   0.0654213    0.070125  0.00368956
     2.73415   0.0617083   0.0640347   0.0030022
     2.92271   0.0459444   0.0519345  0.00252157
     3.11127   0.0515093   0.0555437  0.00223222
     3.29983   0.0339074   0.0449137  0.00237148
     3.48839   0.0513056   0.0315747  0.00233058
     3.67696   0.0200602    0.023793  0.00186486
     3.86552   0.0075787   0.0204365  0.00230338
     4.05408  0.00183333   0.0183343  0.00196577
     4.24264  0.00312963     0.01313  0.00163245
      4.4312    0.022713  0.00985681  0.00162291
     4.61976  0.00515741  0.00838624  0.00153674
     4.80833 0.000634259  0.00524206  0.00114248
     4.99689  0.00262963  0.00243552 0.000698118
     5.18545  0.00451852  0.00249603 0.000612569
     5.37401  0.00588426   0.0018459  0.00043352
     5.56257  0.00293981  0.00201157 0.000531163
   0.0942809 5.55556e-05  0.00031142 0.000115531
    0.282843  0.00416667  0.00387593  0.00118412
    0.471405  0.00484259   0.0101914  0.00137194
    0.659966   0.0255648   0.0252188  0.00244978
    0.848528   0.0351111   0.0289744  0.00268101
     1.03709   0.0464074   0.0413577  0.00295713
     1.22565   0.0378565   0.0481833  0.00414735
     1.41421   0.0630509    0.061721  0.00268679
     1.60278   0.0636019   0.0628725  0.00270498
     1.79134   0.0798241   0.0709259  0.00310972
      1.9799    0.097963    0.078866  0.00434882
     2.16846   0.0718704   0.0729537  0.00204786
     2.35702   0.0555787    0.064841  0.00305955
     2.54558    0.082463   0.0709475  0.00353408
     2.73415   0.0396435   0.0624086  0.00321238
     2.92271   0.0410463   0.0512086  0.00245572
     3.11127   0.0508009   0.0552275  0.00210568
     3.29983   0.0497176    0.045234   0.0022349
     3.48839   0.0403241    0.032158  0.00224701
     3.67696   0.0169537    0.023337  0.00179541
     3.86552   0.0124815   0.0199062  0.00221003
     4.05408  0.00719907    0.017592  0.00196991
     4.24264   0.0271574   0.0140651  0.00177134
      4.4312   0.0183843   0.0104253  0.00161121
     4.61976  0.00930093  0.00844722   0.0014355
     4.80833  0.00272222  0.00507407  0.00107859
     4.99689 0.000606481  0.00231358  0.00066214
     5.18545  0.00368981  0.00257562 0.000576878
     5.37401 0.000356481   0.0017466 0.000415834
     5.56257  0.00122685  0.00195926 0.000498321
   0.0942809   0.0017037 0.000398438 0.000137222
    0.282843  0.00484259  0.00393634  0.00111165
    0.471405     0.01425    0.010445  0.00130944
    0.659966   0.0131713   0.0244659  0.00240961
    0.848528   0.0259815   0.0287873  0.00251996
     1.03709    0.033162   0.0408455  0.00281632
     1.22565   0.0338611   0.0472882  0.00398357
     1.41421   0.0341528    0.059998  0.00302124
     1.60278   0.0896852   0.0645483  0.00301059
     1.79134   0.0796019   0.0714682  0.00296227
      1.9799   0.0830556   0.0791279   0.0040849
     2.16846    0.081213   0.0734699  0.00198386
     2.35702   0.0615463   0.0646351  0.00287525
     2.54558   0.0731065   0.0710825  0.00331578
     2.73415   0.0620278   0.0623848  0.00301169
     2.92271   0.0610231    0.051822  0.00237762
     3.11127    0.051625   0.0550023  0.00198607
     3.29983   0.0388843   0.0448371  0.00213016
     3.48839   0.0360556   0.0324016  0.00211974
     3.67696   0.0385648   0.0242888  0.00191895
     3.86552   0.0215139   0.0200067  0.00207419
     4.05408   0.0117083   0.0172242   0.0018808
     4.24264   0.0248472    0.014739  0.00178421
      4.4312  0.00515278   0.0100958  0.00154384
     4.61976  0.00551389  0.00826389  0.00135744
     4.80833     0.00525  0.00508507  0.00101124
     4.99689  0.00296759  0.00235446 0.000622017
     5.18545  0.00281944  0.00259086 0.000541024
     5.37401  0.00110648   0.0017066 0.000391765
     5.56257 9.72222e-05  0.00184288 0.000480574
   0.0942809           0    0.000375 0.000131136
    0.282843  0.00218519  0.00383333  0.00105102
    0.471405   0.0120046   0.0105368  0.00123562
    0.659966   0.0103565   0.0236359  0.00240656
    0.848528   0.0227639    0.028433  0.00239651
     1.03709   0.0348241   0.0404913  0.00267284
     1.22565   0.0483611   0.0473513  0.00374974
     1.41421   0.0704769   0.0606144  0.00290572
     1.60278   0.0749306    0.065159  0.00289478
     1.79134   0.0738935   0.0716108  0.00279145
      1.9799   0.0691944   0.0785436  0.00388617
     2.16846    0.065625   0.0730084  0.00192008
     2.35702   0.0605417   0.0643943  0.00271618
     2.54558    0.067338   0.0708622  0.00312804
     2.73415   0.0672917   0.0626735  0.00284833
     2.92271   0.0712546   0.0529651  0.00249747
     3.11127   0.0561111   0.0550675  0.00187032
     3.29983   0.0487731   0.0450686   0.0020174
     3.48839   0.0349213   0.0325498  0.00200022
     3.67696   0.0150972   0.0237481   0.0018807
     3.86552   0.0227269   0.0201667  0.00195834
     4.05408   0.0154769   0.0171215  0.00177297
     4.24264   0.0122269   0.0145912  0.00168537
      4.4312   0.0157037   0.0104257  0.00148786
     4.61976   0.0115741  0.00845861  0.00129148
     4.80833  0.00768981  0.00523829  0.00096329
     4.99689  0.00714352  0.00263617 0.000646078
     5.18545  0.00116204  0.00250681 0.000515687
     5.37401 0.000351852  0.00162691 0.000376738
     5.56257           0  0.00173448  0.00046437
   0.0942809  0.00428704 0.000592335 0.000244846
    0.282843   0.0100833  0.00418056  0.00104842
    0.471405   0.0165324   0.0108699  0.00121104
    0.659966    0.016375   0.0232325  0.00230642
    0.848528   0.0201019   0.0279702  0.00230763
     1.03709   0.0324352   0.0400437  0.00256154
     1.22565   0.0284722   0.0463025  0.00368519
     1.41421    0.057162   0.0604226  0.00275062
     1.60278   0.0492731   0.0642765  0.00286533
     1.79134   0.0801667   0.0720862  0.00267653
      1.9799   0.0784537   0.0785386  0.00367028
     2.16846   0.0888194   0.0738868  0.00200429
     2.35702   0.0880972   0.0657112  0.00286677
     2.54558   0.0654815   0.0705633  0.00296851
     2.73415   0.0421204   0.0615316  0.00290997
     2.92271   0.0715093   0.0539954  0.00256241
     3.11127   0.0647963    0.055608  0.00184285
     3.29983   0.0420787   0.0449025  0.00191215
