# VELOCITY:     BLOCK_AVE_POFV	PROG_AVE_POFV:        ERROR:
    0.848528  0.00925926  0.00925926 4.25089e-11
     1.03709   0.0277778   0.0277778 8.50177e-11
     1.22565  0.00925926  0.00925926 4.25089e-11
     1.41421    0.037037    0.037037 1.70035e-10
     1.60278   0.0740741   0.0617284  0.00142556
     1.79134     0.12963    0.142593  0.00170173
      1.9799   0.0555556   0.0537037 0.000956292
     2.16846   0.0833333   0.0876543   0.0017166
     2.35702   0.0925926   0.0858025  0.00204109
     2.54558    0.212963    0.216667  0.00117121
     2.73415   0.0462963   0.0462963 1.70035e-10
     2.92271   0.0185185   0.0111111 0.000956292
     3.11127   0.0277778   0.0376543  0.00162538
     3.29983   0.0555556   0.0530864  0.00105722
     3.48839   0.0648148   0.0648148 2.40466e-10
     3.67696           0  0.00740741 0.000956292
     3.86552  0.00925926  0.00185185 0.000956292
     4.05408  0.00925926  0.00925926 4.25089e-11
     4.24264  0.00925926  0.00925926 4.25089e-11
