#BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
         387     1.96861     1.96183 0.000614016
         388     1.96866     1.96185 0.000612685
         389      1.9687     1.96187 0.000611363
         390     1.96874     1.96189  0.00061005
         391     1.96878      1.9619 0.000608745
         392     1.96882     1.96192 0.000607448
         393     1.96886     1.96194 0.000606158
         394     1.96889     1.96196 0.000604876
         395     1.96892     1.96197 0.000603602
         396     1.96895     1.96199 0.000602334
         397     1.96897     1.96201 0.000601074
         398       1.969     1.96203  0.00059982
         399     1.96902     1.96204 0.000598573
         400     1.96904     1.96206 0.000597332
         401     1.96906     1.96208 0.000596098
         402     1.96908      1.9621 0.000594869
         403      1.9691     1.96211 0.000593647
         404     1.96912     1.96213 0.000592431
         405     1.96913     1.96215  0.00059122
         406     1.96914     1.96217 0.000590015
         407     1.96916     1.96218 0.000588815
         408     1.96917      1.9622 0.000587621
         409     1.96918     1.96222 0.000586432
         410     1.96919     1.96223 0.000585248
         411      1.9692     1.96225  0.00058407
         412     1.96921     1.96227 0.000582896
         413     1.96922     1.96228 0.000581728
         414     1.96923      1.9623 0.000580564
         415     1.96923     1.96232 0.000579406
         416     1.96924     1.96233 0.000578252
         417     1.96925     1.96235 0.000577102
         418     1.96925     1.96237 0.000575958
         419     1.96926     1.96238 0.000574818
         420     1.96926      1.9624 0.000573682
         421     1.96926     1.96242 0.000572551
         422     1.96927     1.96243 0.000571425
         423     1.96927     1.96245 0.000570302
         424     1.96927     1.96247 0.000569184
         425     1.96928     1.96248 0.000568071
         426     1.96928      1.9625 0.000566961
         427     1.96928     1.96251 0.000565856
         428     1.96928     1.96253 0.000564754
         429     1.96927     1.96254 0.000563657
         430     1.96927     1.96256 0.000562563
         431     1.96927     1.96258 0.000561473
         432     1.96926     1.96259 0.000560386
         433     1.96925     1.96261 0.000559303
         434     1.96924     1.96262 0.000558224
         435     1.96923     1.96264 0.000557147
         436     1.96922     1.96265 0.000556074
         437      1.9692     1.96267 0.000555003
         438     1.96918     1.96268 0.000553935
         439     1.96915      1.9627 0.000552869
         440     1.96912     1.96271 0.000551805
         441     1.96909     1.96273 0.000550744
         442     1.96905     1.96274 0.000549683
         443     1.96901     1.96275 0.000548625
         444     1.96896     1.96277 0.000547567
         445      1.9689     1.96278  0.00054651
         446     1.96884      1.9628 0.000545453
         447     1.96877     1.96281 0.000544397
         448     1.96869     1.96282  0.00054334
         449      1.9686     1.96284 0.000542282
         450      1.9685     1.96285 0.000541223
         451      1.9684     1.96286 0.000540163
         452     1.96828     1.96287 0.000539101
         453     1.96815     1.96288 0.000538036
         454       1.968     1.96289  0.00053697
         455     1.96785     1.96291   0.0005359
         456     1.96768     1.96292 0.000534827
         457      1.9675     1.96293  0.00053375
         458      1.9673     1.96294  0.00053267
         459     1.96708     1.96294 0.000531586
         460     1.96685     1.96295 0.000530498
         461      1.9666     1.96296 0.000529407
         462     1.96634     1.96297 0.000528311
         463     1.96605     1.96298 0.000527212
         464     1.96575     1.96298  0.00052611
         465     1.96543     1.96299 0.000525005
         466     1.96509     1.96299 0.000523898
         467     1.96473     1.96299 0.000522789
         468     1.96435       1.963  0.00052168
         469     1.96395       1.963 0.000520572
         470     1.96354       1.963 0.000519465
         471      1.9631       1.963 0.000518362
         472     1.96265       1.963 0.000517265
         473     1.96218       1.963 0.000516174
         474     1.96169       1.963 0.000515092
         475     1.96119     1.96299 0.000514022
         476     1.96067     1.96299 0.000512965
         477     1.96015     1.96298 0.000511924
         478     1.95961     1.96297 0.000510902
         479     1.95906     1.96297 0.000509901
         480     1.95851     1.96296 0.000508923
         481     1.95795     1.96295 0.000507971
         482      1.9574     1.96293 0.000507048
         483     1.95684     1.96292 0.000506155
         484     1.95629     1.96291 0.000505295
         485     1.95574     1.96289 0.000504469
         486     1.95521     1.96288 0.000503678
         487     1.95469     1.96286 0.000502925
         488     1.95419     1.96284 0.000502208
         489     1.95371     1.96282 0.000501529
         490     1.95325     1.96281 0.000500886
         491     1.95282     1.96278 0.000500278
         492     1.95242     1.96276 0.000499705
         493     1.95205     1.96274 0.000499164
