throws,avg
1331, 304
1332, 304
1333, 304
1334, 304
1335, 304
1336, 304
1337, 305
1338, 306
1339, 306
1340, 307
1341, 307
1342, 308
1343, 309
1344, 309
1345, 310
1346, 311
1347, 311
1348, 311
1349, 311
1350, 312
1351, 312
1352, 312
1353, 312
1354, 312
1355, 313
1356, 313
1357, 313
1358, 313
1359, 314
1360, 314
1361, 314
1362, 314
1363, 314
1364, 314
1365, 314
1366, 314
1367, 314
1368, 314
1369, 314
1370, 314
1371, 314
1372, 314
1373, 315
1374, 315
1375, 315
1376, 315
1377, 315
1378, 315
1379, 315
1380, 315
1381, 315
1382, 315
1383, 315
1384, 315
1385, 316
1386, 316
1387, 316
1388, 316
1389, 316
1390, 317
1391, 317
1392, 317
1393, 317
1394, 317
1395, 317
1396, 317
1397, 317
1398, 317
1399, 317
1400, 317
1401, 318
1402, 319
1403, 319
1404, 319
1405, 319
1406, 319
1407, 319
1408, 320
1409, 320
1410, 320
1411, 320
1412, 320
1413, 321
1414, 321
1415, 321
1416, 321
1417, 321
1418, 321
1419, 321
1420, 322
1421, 323
1422, 324
1423, 325
1424, 325
1425, 325
1426, 325
1427, 326
1428, 326
1429, 327
1430, 327
1431, 327
1432, 327
1433, 327
1434, 327
1435, 327
1436, 327
1437, 327
1438, 328
1439, 328
1440, 328
1441, 328
1442, 328
1443, 328
1444, 329
1445, 329
1446, 329
1447, 329
1448, 330
1449, 331
1450, 331
1451, 332
1452, 332
1453, 332
1454, 332
1455, 332
1456, 332
1457, 332
1458, 333
1459, 333
1460, 333
1461, 333
1462, 333
1463, 333
1464, 333
1465, 334
1466, 334
1467, 335
1468, 335
1469, 335
1470, 335
1471, 336
1472, 336
1473, 336
1474, 337
1475, 337
1476, 337
1477, 337
1478, 337
1479, 338
1480, 339
1481, 339
1482, 339
1483, 340
1484, 340
1485, 340
1486, 340
1487, 341
1488, 341
1489, 341
1490, 342
1491, 342
1492, 343
1493, 344
1494, 344
1495, 344
1496, 345
1497, 345
1498, 346
1499, 346
1500, 347
1501, 348
1502, 348
1503, 349
1504, 350
1505, 351
1506, 351
1507, 352
1508, 353
1509, 354
1510, 355
1511, 355
1512, 356
1513, 356
1514, 356
1515, 356
1516, 357
1517, 357
1518, 357
1519, 357
1520, 357
1521, 357
1522, 357
1523, 357
1524, 357
1525, 357
1526, 358
1527, 358
1528, 358
1529, 358
1530, 358
1531, 358
1532, 359
1533, 359
1534, 359
1535, 360
1536, 360
1537, 361
1538, 362
1539, 362
1540, 362
1541, 363
1542, 364
1543, 365
1544, 365
1545, 366
1546, 366
1547, 366
1548, 367
1549, 368
1550, 368
1551, 368
1552, 369
1553, 369
1554, 369
1555, 369
1556, 369
1557, 369
1558, 369
1559, 369
1560, 369
1561, 370
1562, 370
1563, 370
1564, 370
1565, 371
1566, 372
1567, 372
1568, 372
1569, 372
1570, 372
1571, 372
1572, 372
1573, 373
1574, 373
1575, 374
1576, 374
1577, 375
1578, 375
1579, 376
1580, 376
1581, 376
1582, 376
1583, 376
1584, 377
1585, 377
1586, 378
1587, 378
1588, 378
1589, 378
1590, 378
1591, 378
1592, 378
1593, 378
1594, 378
1595, 378
1596, 378
1597, 378
1598, 378
1599, 378
1600, 378
1601, 378
1602, 378
1603, 378
1604, 378
1605, 379
1606, 379
1607, 379
1608, 379
1609, 380
1610, 381
1611, 381
1612, 381
1613, 382
1614, 382
1615, 382
1616, 382
1617, 383
1618, 383
1619, 384
1620, 384
1621, 384
1622, 384
1623, 384
1624, 385
1625, 385
1626, 385
1627, 385
1628, 385
1629, 385
1630, 385
1631, 385
1632, 386
1633, 386
1634, 386
1635, 386
1636, 386
1637, 386
1638, 386
1639, 386
1640, 386
1641, 386
1642, 386
1643, 386
1644, 386
1645, 386
1646, 386
1647, 386
1648, 386
1649, 386
1650, 386
1651, 387
1652, 387
1653, 388
1654, 389
1655, 389
1656, 390
1657, 390
1658, 390
1659, 390
1660, 390
1661, 391
1662, 391
1663, 391
1664, 391
1665, 391
1666, 392
1667, 392
1668, 392
1669, 392
1670, 392
1671, 392
1672, 392
1673, 392
1674, 392
1675, 392
1676, 392
1677, 392
1678, 392
1679, 392
1680, 392
1681, 392
1682, 393
1683, 393
1684, 394
1685, 394
1686, 394
1687, 394
1688, 395
1689, 395
1690, 395
1691, 395
1692, 395
1693, 395
1694, 395
1695, 396
1696, 396
1697, 396
1698, 396
1699, 396
1700, 396
1701, 396
1702, 396
1703, 396
1704, 396
1705, 396
1706, 397
1707, 397
1708, 397
1709, 397
1710, 398
1711, 398
1712, 398
1713, 398
1714, 399
1715, 399
1716, 399
1717, 399
1718, 399
1719, 399
1720, 399
1721, 400
1722, 400
1723, 400
1724, 401
1725, 401
1726, 401
1727, 401
1728, 401
1729, 401
1730, 401
1731, 401
1732, 401
1733, 401
1734, 401
1735, 401
1736, 401
1737, 401
1738, 401
1739, 402
1740, 402
1741, 403
1742, 403
1743, 403
1744, 403
1745, 403
1746, 404
1747, 405
1748, 405
1749, 406
1750, 406
1751, 406
1752, 406
1753, 406
1754, 406
1755, 406
1756, 406
1757, 406
1758, 406
1759, 406
1760, 407
1761, 408
1762, 408
1763, 408
1764, 408
1765, 408
1766, 409
1767, 409
1768, 409
1769, 409
1770, 409
1771, 409
1772, 409
1773, 409
1774, 409
1775, 410
1776, 411
1777, 412
1778, 412
1779, 413
1780, 413
1781, 413
1782, 413
1783, 413
1784, 414
1785, 414
1786, 414
1787, 414
1788, 414
1789, 414
1790, 414
1791, 414
1792, 414
1793, 414
1794, 414
1795, 414
1796, 414
1797, 414
1798, 414
1799, 415
1800, 415
1801, 415
1802, 416
1803, 416
1804, 416
1805, 416
1806, 416
1807, 417
1808, 417
1809, 417
1810, 417
1811, 417
1812, 417
1813, 417
1814, 417
1815, 417
1816, 417
1817, 417
1818, 418
1819, 418
1820, 419
1821, 420
1822, 420
1823, 420
1824, 420
1825, 420
1826, 420
1827, 420
1828, 421
1829, 421
1830, 422
1831, 422
1832, 422
1833, 423
1834, 423
1835, 423
1836, 424
1837, 424
1838, 424
1839, 424
1840, 425
1841, 425
1842, 425
1843, 425
1844, 426
1845, 427
1846, 427
1847, 427
1848, 427
1849, 427
1850, 427
1851, 427
1852, 427
1853, 427
1854, 427
1855, 427
1856, 428
1857, 428
1858, 429
1859, 429
1860, 429
1861, 429
1862, 429
1863, 429
1864, 429
1865, 430
1866, 431
1867, 432
1868, 432
1869, 432
1870, 432
1871, 432
1872, 432
1873, 433
1874, 433
1875, 434
1876, 434
1877, 434
1878, 434
1879, 434
1880, 434
1881, 434
1882, 434
1883, 434
1884, 434
1885, 434
1886, 434
1887, 434
1888, 434
1889, 434
1890, 435
1891, 435
1892, 435
1893, 435
1894, 435
1895, 435
1896, 435
1897, 435
1898, 435
1899, 435
1900, 435
1901, 435
1902, 435
1903, 435
1904, 435
1905, 435
1906, 435
1907, 435
1908, 435
1909, 436
1910, 436
1911, 436
1912, 436
1913, 436
1914, 436
1915, 436
1916, 436
1917, 436
1918, 436
1919, 437
1920, 438
1921, 438
1922, 438
1923, 438
1924, 438
1925, 438
1926, 438
1927, 438
1928, 439
1929, 439
1930, 439
1931, 439
1932, 439
1933, 439
1934, 439
1935, 439
1936, 440
1937, 441
1938, 441
1939, 441
1940, 441
1941, 441
1942, 441
1943, 441
1944, 441
1945, 441
1946, 441
1947, 441
1948, 441
1949, 442
1950, 442
1951, 442
1952, 442
1953, 443
1954, 443
1955, 443
1956, 443
1957, 444
1958, 444
1959, 444
1960, 444
1961, 445
1962, 446
1963, 447
1964, 447
1965, 447
1966, 447
1967, 448
1968, 448
1969, 448
1970, 448
1971, 448
1972, 448
1973, 449
1974, 449
1975, 449
1976, 450
1977, 450
1978, 450
1979, 450
1980, 451
1981, 451
1982, 451
1983, 451
1984, 452
1985, 452
1986, 452
1987, 452
1988, 452
1989, 453
1990, 453
1991, 453
1992, 453
1993, 453
1994, 453
1995, 454
1996, 454
1997, 454
1998, 454
1999, 454
2000, 455
2001, 456
2002, 457
2003, 457
2004, 457
2005, 457
2006, 457
2007, 457
2008, 458
2009, 458
2010, 458
2011, 458
2012, 458
2013, 458
2014, 458
2015, 458
2016, 458
2017, 458
2018, 458
2019, 458
2020, 458
2021, 458
2022, 459
2023, 459
2024, 459
2025, 459
2026, 459
2027, 459
2028, 459
2029, 459
2030, 459
2031, 459
2032, 459
2033, 459
2034, 459
2035, 459
2036, 459
2037, 459
2038, 459
2039, 459
2040, 459
2041, 459
2042, 460
2043, 461
2044, 461
2045, 462
2046, 463
2047, 464
2048, 464
2049, 465
2050, 466
2051, 466
2052, 467
2053, 467
2054, 467
2055, 467
2056, 467
2057, 467
2058, 468
2059, 468
2060, 469
2061, 469
2062, 469
2063, 469
2064, 469
2065, 469
2066, 469
2067, 469
2068, 470
2069, 471
2070, 471
2071, 471
2072, 471
2073, 472
2074, 473
2075, 473
2076, 473
2077, 473
2078, 473
2079, 474
2080, 474
2081, 475
2082, 475
2083, 475
2084, 475
2085, 475
2086, 475
2087, 476
2088, 476
2089, 476
2090, 476
2091, 476
2092, 476
2093, 476
2094, 476
2095, 476
2096, 476
2097, 476
2098, 476
2099, 476
2100, 476
2101, 476
2102, 476
2103, 476
2104, 476
2105, 476
2106, 476
2107, 476
2108, 476
2109, 476
2110, 476
2111, 476
2112, 476
2113, 476
2114, 476
2115, 476
2116, 476
2117, 476
2118, 476
2119, 476
2120, 476
2121, 476
2122, 476
2123, 476
2124, 476
2125, 476
2126, 476
2127, 476
2128, 477
2129, 478
2130, 478
2131, 479
2132, 479
2133, 480
2134, 481
2135, 481
2136, 481
2137, 481
2138, 481
2139, 482
2140, 482
2141, 482
2142, 483
2143, 483
2144, 484
2145, 484
2146, 484
2147, 484
2148, 484
2149, 484
2150, 484
2151, 484
2152, 485
2153, 485
2154, 486
2155, 487
2156, 487
2157, 487
2158, 487
2159, 487
2160, 487
2161, 488
2162, 489
2163, 489
2164, 490
2165, 490
2166, 490
2167, 490
2168, 491
2169, 492
2170, 493
2171, 493
2172, 493
2173, 493
2174, 493
2175, 494
2176, 495
2177, 495
2178, 495
2179, 495
2180, 495
2181, 495
2182, 495
2183, 495
2184, 495
2185, 495
2186, 495
2187, 495
2188, 495
2189, 495
2190, 495
2191, 496
2192, 496
2193, 496
2194, 496
2195, 496
2196, 496
2197, 496
2198, 496
2199, 496
2200, 496
2201, 496
2202, 496
2203, 496
2204, 496
2205, 496
2206, 496
2207, 496
2208, 496
2209, 496
2210, 496
2211, 496
2212, 496
2213, 496
2214, 496
2215, 496
2216, 496
2217, 496
2218, 496
2219, 496
2220, 496
2221, 496
2222, 496
2223, 496
2224, 496
2225, 497
2226, 497
2227, 497
2228, 497
2229, 497
2230, 497
2231, 497
2232, 497
2233, 497
2234, 497
2235, 497
2236, 497
2237, 497
2238, 497
2239, 497
2240, 497
2241, 497
2242, 497
2243, 497
2244, 498
2245, 498
2246, 498
2247, 498
2248, 498
2249, 498
2250, 499
2251, 499
2252, 499
2253, 499
2254, 500
2255, 500
2256, 500
2257, 500
2258, 500
2259, 500
2260, 500
2261, 500
2262, 501
2263, 501
2264, 501
2265, 501
2266, 501
2267, 501
2268, 501
2269, 501
2270, 501
2271, 501
2272, 501
2273, 501
2274, 501
2275, 501
2276, 501
2277, 501
2278, 501
2279, 501
2280, 501
2281, 501
2282, 501
2283, 501
2284, 501
2285, 501
2286, 501
2287, 501
2288, 501
2289, 501
2290, 501
2291, 502
2292, 502
2293, 502
2294, 503
2295, 503
2296, 503
2297, 503
2298, 503
2299, 504
2300, 504
2301, 505
2302, 505
2303, 505
2304, 505
2305, 505
2306, 506
2307, 506
2308, 506
2309, 506
2310, 506
2311, 507
2312, 507
2313, 508
2314, 508
2315, 508
2316, 508
2317, 508
2318, 508
2319, 508
2320, 509
2321, 509
2322, 510
2323, 510
2324, 510
2325, 510
2326, 510
2327, 510
2328, 511
2329, 512
2330, 512
2331, 513
2332, 513
2333, 514
2334, 515
2335, 515
2336, 516
2337, 516
2338, 516
2339, 516
2340, 516
2341, 516
2342, 517
2343, 517
2344, 517
2345, 517
2346, 517
2347, 517
2348, 517
2349, 517
2350, 517
2351, 517
2352, 517
2353, 517
2354, 517
2355, 517
2356, 517
2357, 517
2358, 517
2359, 517
2360, 517
2361, 517
2362, 517
2363, 517
2364, 517
2365, 517
2366, 517
2367, 517
2368, 517
2369, 517
2370, 517
2371, 517
2372, 517
2373, 517
2374, 517
2375, 518
2376, 518
2377, 519
2378, 519
2379, 519
2380, 519
2381, 519
2382, 519
2383, 519
2384, 519
2385, 519
2386, 519
2387, 519
2388, 519
2389, 520
2390, 520
2391, 520
2392, 521
2393, 521
2394, 521
2395, 521
2396, 522
2397, 523
2398, 523
2399, 523
2400, 523
2401, 524
2402, 524
2403, 524
2404, 524
2405, 525
2406, 526
2407, 526
2408, 526
2409, 526
2410, 527
2411, 527
2412, 527
2413, 527
2414, 528
2415, 529
2416, 529
2417, 529
2418, 530
2419, 530
2420, 530
2421, 530
2422, 531
2423, 531
2424, 531
2425, 531
2426, 531
2427, 531
2428, 532
2429, 532
2430, 533
2431, 533
2432, 534
2433, 534
2434, 535
2435, 535
2436, 535
2437, 535
2438, 536
2439, 536
2440, 536
2441, 536
2442, 536
2443, 537
2444, 537
2445, 537
2446, 537
2447, 538
2448, 539
2449, 540
2450, 541
2451, 542
2452, 542
2453, 542
2454, 542
2455, 542
2456, 542
2457, 542
2458, 542
2459, 542
2460, 542
2461, 542
2462, 542
2463, 542
2464, 542
2465, 543
2466, 544
2467, 544
2468, 544
2469, 544
2470, 544
2471, 544
2472, 545
2473, 546
2474, 547
2475, 547
2476, 548
2477, 548
2478, 548
2479, 548
2480, 549
2481, 549
2482, 549
2483, 549
2484, 550
2485, 550
2486, 550
2487, 551
2488, 551
2489, 551
2490, 551
2491, 551
2492, 551
2493, 552
2494, 552
2495, 553
