#BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
         557   0.0931416   0.0927491 0.000248233
         558   0.0931976   0.0927499  0.00024779
         559   0.0932663   0.0927509 0.000247348
         560   0.0933475   0.0927519 0.000246909
         561   0.0934408   0.0927532 0.000246472
         562   0.0935459   0.0927546 0.000246037
         563   0.0936616   0.0927562 0.000245606
         564   0.0937873    0.092758 0.000245177
         565   0.0939216   0.0927601 0.000244752
         566   0.0940653   0.0927624  0.00024433
         567   0.0942163   0.0927649 0.000243913
         568    0.094374   0.0927678   0.0002435
         569   0.0945364   0.0927709 0.000243092
         570   0.0947039   0.0927743 0.000242689
         571    0.094874   0.0927779 0.000242292
         572   0.0950448   0.0927819   0.0002419
         573   0.0952159   0.0927862 0.000241515
         574   0.0953856   0.0927907 0.000241137
         575   0.0955527   0.0927955 0.000240766
         576   0.0957157   0.0928006 0.000240401
         577   0.0958724   0.0928059 0.000240043
         578   0.0960224   0.0928114 0.000239693
         579    0.096163   0.0928172 0.000239348
         580   0.0962935   0.0928232 0.000239011
         581   0.0964124   0.0928294 0.000238679
         582   0.0965187   0.0928357 0.000238353
         583   0.0966106   0.0928422 0.000238032
         584   0.0966868   0.0928488 0.000237716
         585   0.0967472   0.0928555 0.000237403
         586   0.0967907   0.0928622 0.000237093
         587    0.096816   0.0928689 0.000236784
         588   0.0968231   0.0928756 0.000236477
         589   0.0968109   0.0928823  0.00023617
         590   0.0967805   0.0928889 0.000235862
         591   0.0967309   0.0928954 0.000235553
         592   0.0966625   0.0929018 0.000235241
         593   0.0965756    0.092908 0.000234926
         594   0.0964701    0.092914 0.000234607
         595   0.0963471   0.0929198 0.000234283
         596   0.0962073   0.0929253 0.000233955
         597   0.0960517   0.0929305 0.000233622
         598    0.095881   0.0929354 0.000233283
         599   0.0956978   0.0929401 0.000232939
         600   0.0955016   0.0929443  0.00023259
         601   0.0952952   0.0929482 0.000232236
         602   0.0950792   0.0929518 0.000231877
         603   0.0948552   0.0929549 0.000231514
         604    0.094625   0.0929577 0.000231148
