#BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
         666     2.96119     2.96243 0.000823524
         667     2.96202     2.96243  0.00082229
         668     2.96288     2.96243 0.000821059
         669     2.96376     2.96243 0.000819834
         670     2.96465     2.96243 0.000818617
         671     2.96554     2.96244  0.00081741
         672     2.96643     2.96244 0.000816216
         673      2.9673     2.96245 0.000815035
         674     2.96816     2.96246  0.00081387
         675       2.969     2.96247 0.000812722
         676     2.96982     2.96248 0.000811592
         677      2.9706     2.96249 0.000810482
         678     2.97134      2.9625 0.000809391
         679     2.97204     2.96252 0.000808321
         680     2.97269     2.96253 0.000807271
         681     2.97329     2.96255  0.00080624
         682     2.97384     2.96257 0.000805228
         683     2.97433     2.96258 0.000804233
         684     2.97476      2.9626 0.000803254
         685     2.97512     2.96262  0.00080229
         686     2.97542     2.96264 0.000801337
         687     2.97564     2.96266 0.000800394
         688     2.97579     2.96268 0.000799459
         689     2.97587      2.9627 0.000798528
         690     2.97587     2.96271 0.000797599
         691     2.97579     2.96273 0.000796669
         692     2.97562     2.96275 0.000795735
         693     2.97538     2.96277 0.000794796
         694     2.97505     2.96279 0.000793847
         695     2.97463      2.9628 0.000792888
         696     2.97413     2.96282 0.000791916
         697     2.97354     2.96284 0.000790929
         698     2.97286     2.96285 0.000789926
         699      2.9721     2.96286 0.000788907
         700     2.97124     2.96288 0.000787871
         701     2.97029     2.96289 0.000786818
         702     2.96926      2.9629 0.000785749
         703     2.96813      2.9629 0.000784667
         704     2.96692     2.96291 0.000783573
         705     2.96562     2.96291 0.000782471
         706     2.96423     2.96291 0.000781365
         707     2.96276     2.96291  0.00078026
         708     2.96121     2.96291 0.000779161
         709     2.95958     2.96291 0.000778076
         710     2.95787      2.9629 0.000777013
         711     2.95609     2.96289 0.000775979
         712     2.95424     2.96288 0.000774985
         713     2.95232     2.96286 0.000774039
         714     2.95034     2.96285 0.000773154
         715      2.9483     2.96283  0.00077234
         716     2.94621      2.9628  0.00077161
         717     2.94408     2.96278 0.000770976
         718     2.94191     2.96275 0.000770449
         719     2.93971     2.96272 0.000770044
         720     2.93748     2.96268 0.000769772
         721     2.93524     2.96264 0.000769644
         722       2.933      2.9626 0.000769673
         723     2.93075     2.96256 0.000769868
         724     2.92852     2.96251 0.000770238
         725     2.92632     2.96246 0.000770791
         726     2.92415     2.96241 0.000771534
