#BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         255   -0.260229   -0.257745  0.00765943
         256   -0.257955   -0.257746  0.00762951
         257   -0.266588   -0.257781   0.0075999
         258   -0.287698   -0.257897  0.00757133
         259   -0.301001   -0.258063  0.00754392
         260   -0.280744    -0.25815  0.00751541
         261   -0.222892   -0.258015  0.00748783
         262   -0.180148   -0.257718  0.00746515
         263   -0.166725   -0.257372  0.00744478
         264   -0.213065   -0.257204  0.00741847
         265   -0.276793   -0.257278  0.00739084
         266   -0.294761   -0.257419   0.0073644
         267   -0.281445   -0.257509  0.00733737
         268   -0.267712   -0.257547  0.00731009
         269   -0.247234   -0.257509  0.00728301
         270   -0.245827   -0.257465  0.00725617
         271   -0.252245   -0.257446  0.00722942
         272   -0.229306   -0.257343  0.00720358
         273   -0.287033   -0.257451  0.00717801
         274   -0.326016   -0.257702  0.00715618
         275   -0.312714   -0.257902  0.00713295
         276   -0.283669   -0.257995  0.00710772
         277   -0.277171   -0.258064  0.00708239
         278   -0.280379   -0.258145  0.00705737
         279   -0.287438    -0.25825  0.00703286
         280    -0.29967   -0.258397   0.0070093
         281   -0.326025   -0.258638  0.00698848
         282   -0.351758   -0.258968   0.0069715
         283   -0.354595   -0.259306  0.00695505
         284   -0.350389   -0.259627  0.00693795
         285    -0.36412   -0.259994  0.00692329
         286    -0.37108   -0.260382  0.00690997
         287   -0.360827   -0.260732  0.00689475
         288   -0.360137   -0.261077  0.00687944
         289   -0.366671   -0.261443  0.00686533
         290   -0.355632   -0.261767  0.00684934
         291   -0.317127   -0.261958  0.00682844
         292   -0.287612   -0.262045  0.00680562
         293   -0.284308   -0.262121  0.00678282
         294   -0.257868   -0.262107  0.00675976
         295   -0.246594   -0.262054  0.00673705
         296    -0.27429   -0.262096  0.00671442
         297   -0.301708   -0.262229  0.00669314
         298   -0.310885   -0.262392  0.00667267
         299   -0.305724   -0.262537  0.00665193
         300   -0.298819   -0.262658  0.00663085
         301    -0.29483   -0.262765  0.00660968
         302   -0.293864   -0.262868   0.0065886
         303   -0.295334   -0.262975  0.00656773
         304    -0.29858   -0.263092  0.00654717
         305   -0.302971   -0.263223  0.00652701
         306   -0.307867   -0.263369  0.00650731
         307   -0.312568   -0.263529  0.00648808
         308   -0.316003     -0.2637  0.00646925
         309   -0.316916   -0.263872  0.00645061
         310    -0.31487   -0.264036   0.0064319
         311   -0.312518   -0.264192  0.00641311
         312    -0.31025    -0.26434  0.00639425
         313   -0.298597   -0.264449  0.00637476
         314   -0.305764   -0.264581  0.00635581
         315   -0.334047   -0.264801  0.00633946
         316   -0.326849   -0.264998  0.00632244
         317   -0.295285   -0.265093  0.00630322
         318   -0.292478   -0.265179  0.00628398
         319   -0.320007   -0.265351  0.00626663
         320   -0.338666    -0.26558  0.00625124
         321   -0.339161    -0.26581  0.00623596
         322   -0.330843   -0.266012  0.00621987
         323   -0.320659   -0.266181  0.00620291
         324   -0.308382   -0.266311  0.00618513
         325   -0.296602   -0.266404  0.00616681
         326    -0.29406   -0.266489  0.00614847
         327   -0.294235   -0.266574  0.00613026
         328   -0.276347   -0.266604  0.00611164
         329   -0.268909   -0.266611  0.00609307
         330   -0.284812   -0.266666  0.00607485
         331   -0.275294   -0.266692  0.00605655
         332   -0.260818   -0.266674  0.00603834
         333   -0.289131   -0.266742  0.00602058
         334   -0.328972   -0.266928  0.00600544
         335   -0.323405   -0.267097  0.00598988
         336   -0.263469   -0.267086  0.00597206
         337   -0.248383    -0.26703   0.0059546
         338   -0.253653   -0.266991  0.00593711
         339   -0.263212    -0.26698  0.00591961
         340   -0.288521   -0.267043  0.00590254
         341   -0.309069   -0.267166  0.00588651
         342    -0.26861    -0.26717   0.0058693
         343   -0.110382   -0.266713  0.00586996
         344   -0.182229   -0.266468  0.00585804
         345   -0.255866   -0.266437  0.00584114
         346   -0.290873   -0.266508  0.00582468
         347   -0.298511     -0.2666  0.00580863
         348   -0.304654   -0.266709  0.00579296
         349   -0.317449   -0.266855  0.00577819
         350   -0.325952   -0.267023  0.00576415
         351   -0.327213   -0.267195  0.00575027
         352    -0.32169    -0.26735  0.00573602
