# mu = 2, sigma = 1
BLOCK, ACTUAL_E, E_AVE, ERR
76, 18.4439, 16.7188, 0.22554
77, 10.9727, 16.6442, 0.221747
78, 16.0739, 16.6369, 0.218742
79, 20.7589, 16.689, 0.216638
80, 14.4424, 16.661, 0.213539
81, 14.7248, 16.6371, 0.210564
82, 17.3357, 16.6456, 0.208038
83, 14.1021, 16.6149, 0.205135
84, 23.2335, 16.6937, 0.203744
85, 25.6791, 16.7994, 0.202845
86, 23.9623, 16.8827, 0.201583
87, 18.2229, 16.8981, 0.199387
88, 19.556, 16.9283, 0.197428
89, 11.3168, 16.8653, 0.194571
90, 10.9491, 16.7995, 0.191761
91, 20.5578, 16.8408, 0.190094
92, 10.5196, 16.7721, 0.187377
93, 11.1939, 16.7122, 0.18478
94, 21.3476, 16.7615, 0.183347
95, 17.7574, 16.772, 0.181477
96, 19.4477, 16.7998, 0.179843
97, 23.9751, 16.8738, 0.178849
98, 15.1004, 16.8557, 0.176803
99, 18.2654, 16.8699, 0.175116
100, 18.5959, 16.8872, 0.173496
101, 11.9883, 16.8387, 0.17133
102, 19.0599, 16.8605, 0.169829
103, 14.8698, 16.8411, 0.167963
104, 11.8392, 16.793, 0.165918
105, 9.87684, 16.7272, 0.163807
106, 17.2227, 16.7319, 0.162263
107, 23.3253, 16.7935, 0.161383
108, 20.5436, 16.8282, 0.160198
109, 15.9694, 16.8203, 0.15862
110, 25.2652, 16.8971, 0.157995
111, 20.3539, 16.9282, 0.156836
112, 15.0744, 16.9117, 0.15526
113, 14.8676, 16.8936, 0.153701
114, 16.0818, 16.8865, 0.152257
115, 17.8644, 16.895, 0.150972
116, 22.9094, 16.9468, 0.150152
117, 12.78, 16.9112, 0.148573
118, 17.1488, 16.9132, 0.147296
119, 17.1052, 16.9148, 0.146039
120, 18.7139, 16.9298, 0.144919
121, 19.8441, 16.9539, 0.143902
122, 11.5851, 16.9099, 0.142394
123, 22.7379, 16.9573, 0.141649
124, 17.3569, 16.9605, 0.140502
125, 16.3478, 16.9556, 0.13931
126, 17.7604, 16.962, 0.138227
127, 16.7152, 16.9601, 0.137095
128, 20.8065, 16.9901, 0.136253
129, 17.4376, 16.9936, 0.135197
130, 17.3755, 16.9965, 0.134153
131, 10.7273, 16.9487, 0.13281
132, 18.9922, 16.9641, 0.131901
133, 10.2401, 16.9136, 0.130585
134, 20.2186, 16.9382, 0.129783
135, 17.0666, 16.9392, 0.128804
136, 19.4004, 16.9573, 0.127972
137, 14.2068, 16.9372, 0.126882
138, 16.2023, 16.9319, 0.125903
139, 15.1748, 16.9192, 0.124889
140, 20.3529, 16.9438, 0.124164
141, 21.4367, 16.9756, 0.123513
142, 13.9613, 16.9544, 0.122487
143, 17.519, 16.9584, 0.121637
144, 18.2053, 16.967, 0.120832
145, 20.7444, 16.9931, 0.120175
146, 20.4613, 17.0168, 0.119507
147, 12.453, 16.9858, 0.118495
148, 20.038, 17.0064, 0.117824
149, 18.0771, 17.0136, 0.117062
150, 14.8681, 16.9993, 0.116175
151, 23.7814, 17.0442, 0.115737
152, 22.7948, 17.082, 0.115243
153, 22.2988, 17.1161, 0.114723
154, 16.0464, 17.1092, 0.113917
155, 17.5266, 17.1119, 0.113181
156, 15.7554, 17.1032, 0.112385
157, 17.4089, 17.1051, 0.111664
158, 18.7351, 17.1154, 0.111008
159, 14.6775, 17.1001, 0.110205
160, 14.8272, 17.0859, 0.109418
161, 10.8548, 17.0472, 0.108529
162, 21.6202, 17.0754, 0.108037
163, 16.0636, 17.0692, 0.107322
164, 18.7591, 17.0795, 0.106717
165, 14.8001, 17.0657, 0.105978
166, 20.0432, 17.0836, 0.105439
167, 22.2258, 17.1144, 0.105001
168, 11.9331, 17.0836, 0.104208
169, 20.4763, 17.1037, 0.103705
170, 14.8964, 17.0907, 0.10301
171, 20.9438, 17.1132, 0.102538
172, 19.101, 17.1248, 0.101997
173, 12.7216, 17.0993, 0.101268
174, 15.5775, 17.0906, 0.100625
175, 16.6711, 17.0882, 0.100023
176, 24.8646, 17.1324, 0.0997435
177, 11.9326, 17.103, 0.0990284
178, 15.3633, 17.0932, 0.0984075
179, 18.2393, 17.0996, 0.0978809
180, 15.5399, 17.091, 0.097279
181, 18.5855, 17.0992, 0.0967755
182, 23.3001, 17.1333, 0.0964483
183, 17.3319, 17.1344, 0.0959146
184, 21.5664, 17.1585, 0.0955261
185, 13.7215, 17.1399, 0.0949088
186, 18.2319, 17.1457, 0.0944185
187, 11.0042, 17.1129, 0.0937602
188, 16.1345, 17.1077, 0.0932232
189, 16.3824, 17.1039, 0.0926988
190, 23.0949, 17.1354, 0.0923908
191, 12.1567, 17.1093, 0.0917812
192, 13.4744, 17.0904, 0.0912053
193, 18.0312, 17.0953, 0.0907469
194, 20.3334, 17.112, 0.0903605
195, 14.3596, 17.0979, 0.0898208
196, 15.8288, 17.0914, 0.0893205
197, 14.7135, 17.0793, 0.0888005
198, 17.5246, 17.0816, 0.0883528
199, 16.7013, 17.0796, 0.0878891
200, 10.2242, 17.0454, 0.087305
201, 15.1856, 17.0361, 0.0868177
202, 24.6408, 17.0738, 0.0866014
203, 17.696, 17.0768, 0.0861797
204, 21.3436, 17.0977, 0.0858604
205, 20.0136, 17.112, 0.0855055
206, 12.9428, 17.0917, 0.084996
207, 18.4128, 17.0981, 0.0846071
208, 15.9174, 17.0924, 0.0841649
209, 15.0948, 17.0829, 0.0837105
210, 26.1672, 17.1261, 0.0835583
211, 18.1214, 17.1308, 0.0831754
212, 25.0387, 17.1682, 0.0829861
213, 28.0286, 17.2191, 0.0828959
214, 13.5729, 17.2021, 0.0824293
215, 12.1299, 17.1785, 0.0819448
216, 13.5101, 17.1615, 0.0814873
217, 17.0577, 17.161, 0.0811003
218, 15.4162, 17.153, 0.080685
219, 14.1868, 17.1395, 0.0802521
220, 17.8694, 17.1428, 0.0798935
221, 25.1694, 17.1791, 0.0797218
222, 16.2615, 17.175, 0.079336
223, 14.5541, 17.1632, 0.0789238
224, 20.2166, 17.1769, 0.0786277
225, 12.7942, 17.1574, 0.0781957
226, 16.9048, 17.1563, 0.0778364
227, 14.703, 17.1455, 0.0774418
228, 12.5369, 17.1253, 0.0770187
229, 18.5052, 17.1313, 0.0767009
230, 22.2559, 17.1536, 0.0764683
231, 17.4612, 17.1549, 0.0761349
232, 16.3645, 17.1515, 0.0757847
233, 13.984, 17.1379, 0.0753996
234, 14.572, 17.1269, 0.0750271
235, 15.6785, 17.1208, 0.0746755
236, 16.0636, 17.1163, 0.0743334
237, 16.4488, 17.1135, 0.0740008
238, 19.7344, 17.1245, 0.0737312
239, 14.8681, 17.115, 0.0733792
240, 24.4604, 17.1457, 0.0732179
241, 15.0842, 17.1371, 0.0728741
242, 17.3875, 17.1381, 0.0725699
243, 15.4699, 17.1313, 0.0722378
244, 16.385, 17.1282, 0.0719227
245, 25.3613, 17.1618, 0.0717888
246, 14.1437, 17.1495, 0.0714454
247, 8.5336, 17.1147, 0.0710457
248, 13.1311, 17.0986, 0.0706961
249, 13.9822, 17.0861, 0.0703605
250, 11.588, 17.0641, 0.0699999
251, 16.8497, 17.0632, 0.0697108
252, 17.4918, 17.0649, 0.0694341
253, 19.962, 17.0764, 0.069201
254, 19.649, 17.0865, 0.0689639
255, 15.3138, 17.0796, 0.0686615
256, 21.4713, 17.0967, 0.0684609
257, 10.8586, 17.0724, 0.0681124
258, 17.6154, 17.0746, 0.0678501
259, 12.2232, 17.0558, 0.067521
260, 15.1657, 17.0486, 0.0672291
261, 12.0078, 17.0292, 0.0669034
262, 14.7679, 17.0206, 0.0666117
263, 21.3857, 17.0372, 0.0664219
264, 14.644, 17.0281, 0.0661329
265, 20.6568, 17.0418, 0.0659332
266, 16.9175, 17.0414, 0.0656776
267, 11.9, 17.0221, 0.0653657
268, 24.0136, 17.0482, 0.0652307
269, 22.5118, 17.0685, 0.065068
270, 16.1476, 17.0651, 0.064809
271, 28.941, 17.1089, 0.0647772
272, 19.8269, 17.1189, 0.0645719
273, 17.2606, 17.1194, 0.0643313
274, 18.3106, 17.1238, 0.0641067
275, 18.3705, 17.1283, 0.0638845
276, 17.8161, 17.1308, 0.0636563
277, 18.268, 17.1349, 0.0634358
278, 22.3628, 17.1537, 0.0632783
279, 17.5103, 17.155, 0.0630504
280, 20.7072, 17.1677, 0.0628687
281, 12.6212, 17.1515, 0.0625905
282, 16.9381, 17.1507, 0.0623605
283, 20.827, 17.1637, 0.0621845
284, 17.6076, 17.1653, 0.0619657
285, 13.4687, 17.1523, 0.0617032
286, 22.5631, 17.1712, 0.0615571
287, 19.2306, 17.1784, 0.0613633
288, 12.5562, 17.1624, 0.0610979
289, 17.0233, 17.1619, 0.0608797
290, 16.7458, 17.1605, 0.0606599
291, 18.36, 17.1646, 0.0604607
292, 18.4022, 17.1688, 0.0602634
293, 16.0357, 17.1649, 0.0600402
294, 15.9768, 17.1609, 0.0598181
295, 20.1857, 17.1712, 0.0596475
296, 20.971, 17.184, 0.0594883
297, 14.0312, 17.1734, 0.0592515
298, 36.0695, 17.2368, 0.0593704
299, 16.6579, 17.2349, 0.0591605
300, 16.48, 17.2323, 0.0589503
