,sigma,epochs,train_dim,loss,val_loss
320,0.7894736842105263,60.0,60.0,0.2840407192707062,0.3205128610134125
321,0.7894736842105263,70.0,60.0,0.21907921135425568,0.2531910836696625
322,0.7894736842105263,80.0,60.0,0.1713947206735611,0.20120647549629211
323,0.7894736842105263,90.0,60.0,0.13345928490161896,0.15877851843833923
324,0.8421052631578947,10.0,60.0,1.4835624694824219,1.2896443605422974
325,0.8421052631578947,20.0,60.0,0.9738984704017639,0.905558168888092
326,0.8421052631578947,30.0,60.0,0.6785074472427368,0.6736982464790344
327,0.8421052631578947,40.0,60.0,0.4939126968383789,0.5174110531806946
328,0.8421052631578947,50.0,60.0,0.3723057508468628,0.40705329179763794
329,0.8421052631578947,60.0,60.0,0.28385815024375916,0.3205176591873169
330,0.8421052631578947,70.0,60.0,0.21937142312526703,0.2538999319076538
331,0.8421052631578947,80.0,60.0,0.1709921509027481,0.20090115070343018
332,0.8421052631578947,90.0,60.0,0.13391223549842834,0.15949493646621704
333,0.894736842105263,10.0,60.0,1.482262134552002,1.2886558771133423
334,0.894736842105263,20.0,60.0,0.9705028533935547,0.9037108421325684
335,0.894736842105263,30.0,60.0,0.6769145727157593,0.6722756028175354
336,0.894736842105263,40.0,60.0,0.4939424395561218,0.5179508924484253
337,0.894736842105263,50.0,60.0,0.3718777298927307,0.4065391421318054
338,0.894736842105263,60.0,60.0,0.2837361693382263,0.32009515166282654
339,0.894736842105263,70.0,60.0,0.21950098872184753,0.25373852252960205
340,0.894736842105263,80.0,60.0,0.17104628682136536,0.20113030076026917
341,0.894736842105263,90.0,60.0,0.1340533196926117,0.1594628393650055
342,0.9473684210526315,10.0,60.0,1.4823031425476074,1.2886654138565063
343,0.9473684210526315,20.0,60.0,0.9708178043365479,0.9036026000976562
344,0.9473684210526315,30.0,60.0,0.6782189607620239,0.6736952066421509
345,0.9473684210526315,40.0,60.0,0.49522992968559265,0.5186179280281067
346,0.9473684210526315,50.0,60.0,0.3715454638004303,0.4060499668121338
347,0.9473684210526315,60.0,60.0,0.28437545895576477,0.3213973641395569
348,0.9473684210526315,70.0,60.0,0.21990856528282166,0.25417909026145935
349,0.9473684210526315,80.0,60.0,0.1707189381122589,0.2006608545780182
350,0.9473684210526315,90.0,60.0,0.13400010764598846,0.15962359309196472
351,1.0,10.0,60.0,1.4850715398788452,1.2905240058898926
352,1.0,20.0,60.0,0.9724023342132568,0.9059401750564575
353,1.0,30.0,60.0,0.6797197461128235,0.674490213394165
354,1.0,40.0,60.0,0.49217426776885986,0.5170150995254517
355,1.0,50.0,60.0,0.3716678023338318,0.4058447778224945
356,1.0,60.0,60.0,0.28336748480796814,0.31982505321502686
357,1.0,70.0,60.0,0.21894310414791107,0.25282979011535645
358,1.0,80.0,60.0,0.1710464209318161,0.2009090781211853
359,1.0,90.0,60.0,0.13395927846431732,0.15931835770606995
360,0.0,10.0,110.0,1.0266921520233154,1.1079543828964233
361,0.0,20.0,110.0,0.5355507135391235,0.5394193530082703
362,0.0,30.0,110.0,0.30422547459602356,0.29431211948394775
363,0.0,40.0,110.0,0.1715412139892578,0.15955911576747894
364,0.0,50.0,110.0,0.09996438771486282,0.09207664430141449
365,0.0,60.0,110.0,0.059830762445926666,0.0536503791809082
366,0.0,70.0,110.0,0.0352836512029171,0.031348228454589844
367,0.0,80.0,110.0,0.020925357937812805,0.0183432474732399
368,0.0,90.0,110.0,0.01225311029702425,0.01081374753266573
369,0.05263157894736842,10.0,110.0,1.0232874155044556,1.1043568849563599
370,0.05263157894736842,20.0,110.0,0.5295703411102295,0.5384218692779541
371,0.05263157894736842,30.0,110.0,0.30733853578567505,0.2967367470264435
372,0.05263157894736842,40.0,110.0,0.17586617171764374,0.16268783807754517
373,0.05263157894736842,50.0,110.0,0.10176149010658264,0.09199880808591843
374,0.05263157894736842,60.0,110.0,0.06175614520907402,0.055420007556676865
375,0.05263157894736842,70.0,110.0,0.03597511723637581,0.03185008466243744
376,0.05263157894736842,80.0,110.0,0.02129431441426277,0.018955420702695847
377,0.05263157894736842,90.0,110.0,0.01229674369096756,0.010860949754714966
378,0.10526315789473684,10.0,110.0,1.020769476890564,1.10050368309021
379,0.10526315789473684,20.0,110.0,0.5336471796035767,0.542731523513794
380,0.10526315789473684,30.0,110.0,0.2993350327014923,0.2874354422092438
381,0.10526315789473684,40.0,110.0,0.17688119411468506,0.1635359227657318
